1,69E-15;4,64E-15;10
1,77E-14;3,83E-14;100
4,59E-13;6,69E-13;1000
4,44E-12;8,09E-12;10000
2,85E-11;4,67E-11;100000
4,56E-10;5,12E-10;1000000
4,01E-09;1,41E-08;10000000
3,93E-08;4,89E-08;100000000
2,29E-07;4,43E-07;1000000000
4,37E-06;2,58E-06;10000000000
