9,90E-16;1,39E-15;10
4,97E-14;3,35E-14;100
3,50E-12;4,75E-12;1000
1,88E-10;2,65E-10;10000
2,40E-08;2,85E-08;100000
3,42E-06;4,15E-06;1000000
0,000293728;0,00033057;10000000
0,016408145;0,026409825;100000000
